"","Degree","Happy_level","Year","Happy"
"672","High school",1,1972,"Very happy"
"673","High school",2,1972,"Pretty happy"
"674","Less than high school",2,1972,"Pretty happy"
"675","High school",3,1972,"Not too happy"
"676","Less than high school",1,1972,"Very happy"
"677","Less than high school",1,1972,"Very happy"
"678","High school",2,1972,"Pretty happy"
"679","High school",2,1972,"Pretty happy"
"680","Less than high school",2,1972,"Pretty happy"
"681","Bachelor's",3,1972,"Not too happy"
"682","High school",1,1972,"Very happy"
"683","High school",2,1972,"Pretty happy"
"684","Less than high school",3,1972,"Not too happy"
"685","Bachelor's",2,1972,"Pretty happy"
"686","High school",1,1972,"Very happy"
"687","High school",2,1972,"Pretty happy"
"688","High school",2,1972,"Pretty happy"
"689","Less than high school",1,1972,"Very happy"
"690","High school",2,1972,"Pretty happy"
"691","High school",2,1972,"Pretty happy"
"692","High school",2,1972,"Pretty happy"
"693","Less than high school",2,1972,"Pretty happy"
"694","High school",1,1972,"Very happy"
"695","Less than high school",3,1972,"Not too happy"
"696","High school",2,1972,"Pretty happy"
"697","High school",2,1972,"Pretty happy"
"698","High school",2,1972,"Pretty happy"
"699","High school",2,1972,"Pretty happy"
"700","Graduate",1,1972,"Very happy"
"701","Bachelor's",1,1972,"Very happy"
"702","Graduate",1,1972,"Very happy"
"703","High school",1,1972,"Very happy"
"704","High school",1,1972,"Very happy"
"705","High school",1,1972,"Very happy"
"706","High school",3,1972,"Not too happy"
"707","Less than high school",1,1972,"Very happy"
"708","High school",3,1972,"Not too happy"
"709","High school",1,1972,"Very happy"
"710","High school",1,1972,"Very happy"
"711","Less than high school",1,1972,"Very happy"
"712","High school",2,1972,"Pretty happy"
"713","Less than high school",1,1972,"Very happy"
"714","Associate/junior college",1,1972,"Very happy"
"715","High school",2,1972,"Pretty happy"
"716","Less than high school",1,1972,"Very happy"
"717","High school",3,1972,"Not too happy"
"718","High school",2,1972,"Pretty happy"
"719","High school",1,1972,"Very happy"
"720","High school",3,1972,"Not too happy"
"721","Less than high school",2,1972,"Pretty happy"
"722","Less than high school",2,1972,"Pretty happy"
"723","Less than high school",2,1972,"Pretty happy"
"724","High school",2,1972,"Pretty happy"
"725","Less than high school",1,1972,"Very happy"
"726","Less than high school",2,1972,"Pretty happy"
"727","High school",2,1972,"Pretty happy"
"728","Less than high school",2,1972,"Pretty happy"
"729","Less than high school",2,1972,"Pretty happy"
"730","High school",2,1972,"Pretty happy"
"731","High school",1,1972,"Very happy"
"732","Associate/junior college",2,1972,"Pretty happy"
"733","Associate/junior college",1,1972,"Very happy"
"734","High school",2,1972,"Pretty happy"
"735","Bachelor's",2,1972,"Pretty happy"
"736","Bachelor's",1,1972,"Very happy"
"737","High school",3,1972,"Not too happy"
"738","Less than high school",2,1972,"Pretty happy"
"739","Less than high school",3,1972,"Not too happy"
"740","Less than high school",3,1972,"Not too happy"
"741","High school",2,1972,"Pretty happy"
"742","Less than high school",3,1972,"Not too happy"
"743","Graduate",3,1972,"Not too happy"
"744","High school",2,1972,"Pretty happy"
"745","High school",2,1972,"Pretty happy"
"746","Bachelor's",2,1972,"Pretty happy"
"747","Graduate",1,1972,"Very happy"
"748","Bachelor's",1,1972,"Very happy"
"749","High school",2,1972,"Pretty happy"
"750","Less than high school",3,1972,"Not too happy"
"751","High school",3,1972,"Not too happy"
"752","Less than high school",2,1972,"Pretty happy"
"753","Less than high school",1,1972,"Very happy"
"754","High school",2,1972,"Pretty happy"
"755","Bachelor's",2,1972,"Pretty happy"
"756","High school",2,1972,"Pretty happy"
"757","High school",2,1972,"Pretty happy"
"758","High school",2,1972,"Pretty happy"
"759","High school",2,1972,"Pretty happy"
"760","Less than high school",3,1972,"Not too happy"
"761","Less than high school",2,1972,"Pretty happy"
"762","Less than high school",2,1972,"Pretty happy"
"763","Less than high school",1,1972,"Very happy"
"764","High school",1,1972,"Very happy"
"765","Bachelor's",1,1972,"Very happy"
"766","High school",2,1972,"Pretty happy"
"767","High school",2,1972,"Pretty happy"
"768","High school",1,1972,"Very happy"
"769","Less than high school",2,1972,"Pretty happy"
"770","Bachelor's",2,1972,"Pretty happy"
"771","Less than high school",2,1972,"Pretty happy"
"772","High school",2,1972,"Pretty happy"
"773","High school",2,1972,"Pretty happy"
"774","High school",2,1972,"Pretty happy"
"775","Less than high school",3,1972,"Not too happy"
"776","Less than high school",2,1972,"Pretty happy"
"777","Less than high school",1,1972,"Very happy"
"778","Less than high school",2,1972,"Pretty happy"
"779","Less than high school",3,1972,"Not too happy"
"780","High school",3,1972,"Not too happy"
"781","High school",2,1972,"Pretty happy"
"782","Less than high school",2,1972,"Pretty happy"
"783","High school",1,1972,"Very happy"
"784","High school",3,1972,"Not too happy"
"785","High school",3,1972,"Not too happy"
"786","High school",3,1972,"Not too happy"
"787","Less than high school",2,1972,"Pretty happy"
"788","Less than high school",2,1972,"Pretty happy"
"789","Graduate",2,1972,"Pretty happy"
"790","High school",2,1972,"Pretty happy"
"791","Graduate",2,1972,"Pretty happy"
"792","High school",3,1972,"Not too happy"
"793","High school",2,1972,"Pretty happy"
"794","High school",3,1972,"Not too happy"
"795","High school",2,1972,"Pretty happy"
"796","Less than high school",2,1972,"Pretty happy"
"797","Less than high school",2,1972,"Pretty happy"
"798","Less than high school",2,1972,"Pretty happy"
"799","High school",2,1972,"Pretty happy"
"800","High school",3,1972,"Not too happy"
"801","Bachelor's",2,1972,"Pretty happy"
"802","High school",2,1972,"Pretty happy"
"803","Less than high school",2,1972,"Pretty happy"
"804","Less than high school",2,1972,"Pretty happy"
"805","Less than high school",1,1972,"Very happy"
"806","High school",2,1972,"Pretty happy"
"807","High school",1,1972,"Very happy"
"808","High school",1,1972,"Very happy"
"809","High school",1,1972,"Very happy"
"810","High school",2,1972,"Pretty happy"
"811","Less than high school",2,1972,"Pretty happy"
"812","High school",2,1972,"Pretty happy"
"813","Less than high school",3,1972,"Not too happy"
"814","Graduate",2,1972,"Pretty happy"
"815","Associate/junior college",2,1972,"Pretty happy"
"816","Less than high school",2,1972,"Pretty happy"
"817","Less than high school",3,1972,"Not too happy"
"818","High school",2,1972,"Pretty happy"
"819","High school",2,1972,"Pretty happy"
"820","Less than high school",3,1972,"Not too happy"
"821","Less than high school",2,1972,"Pretty happy"
"822","Less than high school",1,1972,"Very happy"
"823","High school",2,1972,"Pretty happy"
"824","Less than high school",1,1972,"Very happy"
"825","High school",2,1972,"Pretty happy"
"826","High school",1,1972,"Very happy"
"827","Less than high school",1,1972,"Very happy"
"828","Less than high school",1,1972,"Very happy"
"829","Less than high school",1,1972,"Very happy"
"830","Less than high school",1,1972,"Very happy"
"831","Less than high school",2,1972,"Pretty happy"
"832","High school",1,1972,"Very happy"
"833","Less than high school",1,1972,"Very happy"
"834","Less than high school",1,1972,"Very happy"
"835","High school",2,1972,"Pretty happy"
"836","High school",2,1972,"Pretty happy"
"837","Bachelor's",2,1972,"Pretty happy"
"838","Graduate",1,1972,"Very happy"
"839","High school",3,1972,"Not too happy"
"840","High school",2,1972,"Pretty happy"
"841","High school",2,1972,"Pretty happy"
"842","High school",2,1972,"Pretty happy"
"843","High school",2,1972,"Pretty happy"
"844","Less than high school",2,1972,"Pretty happy"
"845","Less than high school",2,1972,"Pretty happy"
"846","Less than high school",3,1972,"Not too happy"
"847","Less than high school",1,1972,"Very happy"
"848","Less than high school",2,1972,"Pretty happy"
"849","High school",1,1972,"Very happy"
"850","High school",2,1972,"Pretty happy"
"851","High school",2,1972,"Pretty happy"
"852","Bachelor's",1,1972,"Very happy"
"853","Bachelor's",2,1972,"Pretty happy"
"854","Graduate",3,1972,"Not too happy"
"855","High school",2,1972,"Pretty happy"
"856","High school",1,1972,"Very happy"
"857","Graduate",1,1972,"Very happy"
"858","Graduate",1,1972,"Very happy"
"859","High school",2,1972,"Pretty happy"
"860","Less than high school",2,1972,"Pretty happy"
"861","Bachelor's",2,1972,"Pretty happy"
"862","High school",2,1972,"Pretty happy"
"863","High school",2,1972,"Pretty happy"
"864","Associate/junior college",2,1972,"Pretty happy"
"865","High school",3,1972,"Not too happy"
"866","Less than high school",1,1972,"Very happy"
"867","High school",1,1972,"Very happy"
"868","Less than high school",2,1972,"Pretty happy"
"869","High school",1,1972,"Very happy"
"870","High school",2,1972,"Pretty happy"
"871","High school",1,1972,"Very happy"
"872","High school",2,1972,"Pretty happy"
"873","Less than high school",1,1972,"Very happy"
"874","Bachelor's",2,1972,"Pretty happy"
"875","Less than high school",2,1972,"Pretty happy"
"876","High school",1,1972,"Very happy"
"877","High school",2,1972,"Pretty happy"
"878","High school",2,1972,"Pretty happy"
"879","Less than high school",1,1972,"Very happy"
"880","Less than high school",2,1972,"Pretty happy"
"881","Less than high school",3,1972,"Not too happy"
"882","High school",2,1972,"Pretty happy"
"883","High school",2,1972,"Pretty happy"
"884","Less than high school",2,1972,"Pretty happy"
"885","High school",2,1972,"Pretty happy"
"886","Less than high school",1,1972,"Very happy"
"887","High school",2,1972,"Pretty happy"
"888","High school",3,1972,"Not too happy"
"889","High school",3,1972,"Not too happy"
"890","High school",2,1972,"Pretty happy"
"891","High school",2,1972,"Pretty happy"
"892","High school",1,1972,"Very happy"
"893","High school",2,1972,"Pretty happy"
"894","High school",3,1972,"Not too happy"
"895","High school",1,1972,"Very happy"
"896","Less than high school",1,1972,"Very happy"
"897","High school",1,1972,"Very happy"
"898","High school",2,1972,"Pretty happy"
"899","High school",2,1972,"Pretty happy"
"900","High school",2,1972,"Pretty happy"
"901","High school",2,1972,"Pretty happy"
"902","High school",2,1972,"Pretty happy"
"903","Less than high school",2,1972,"Pretty happy"
"904","Bachelor's",2,1972,"Pretty happy"
"905","High school",1,1972,"Very happy"
"906","Less than high school",2,1972,"Pretty happy"
"907","Less than high school",3,1972,"Not too happy"
"908","High school",3,1972,"Not too happy"
"909","High school",2,1972,"Pretty happy"
"910","High school",2,1972,"Pretty happy"
"911","High school",1,1972,"Very happy"
"912","High school",2,1972,"Pretty happy"
"913","Less than high school",2,1972,"Pretty happy"
"914","Less than high school",1,1972,"Very happy"
"915","Less than high school",2,1972,"Pretty happy"
"916","Less than high school",2,1972,"Pretty happy"
"917","Less than high school",2,1972,"Pretty happy"
"918","Less than high school",2,1972,"Pretty happy"
"919","High school",2,1972,"Pretty happy"
"920","High school",1,1972,"Very happy"
"921","High school",1,1972,"Very happy"
"922","High school",3,1972,"Not too happy"
"923","High school",3,1972,"Not too happy"
"924","High school",1,1972,"Very happy"
"925","High school",2,1972,"Pretty happy"
"926","High school",2,1972,"Pretty happy"
"927","Less than high school",3,1972,"Not too happy"
"928","High school",2,1972,"Pretty happy"
"929","High school",2,1972,"Pretty happy"
"930","Less than high school",2,1972,"Pretty happy"
"931","Less than high school",3,1972,"Not too happy"
"932","Less than high school",2,1972,"Pretty happy"
"933","Bachelor's",2,1972,"Pretty happy"
"934","Bachelor's",1,1972,"Very happy"
"935","High school",1,1972,"Very happy"
"936","High school",2,1972,"Pretty happy"
"937","High school",3,1972,"Not too happy"
"938","Bachelor's",2,1972,"Pretty happy"
"939","Less than high school",1,1972,"Very happy"
"940","High school",2,1972,"Pretty happy"
"941","Bachelor's",2,1972,"Pretty happy"
"942","Less than high school",2,1972,"Pretty happy"
"943","High school",3,1972,"Not too happy"
"944","Associate/junior college",2,1972,"Pretty happy"
"945","High school",1,1972,"Very happy"
"946","High school",2,1972,"Pretty happy"
"947","High school",2,1972,"Pretty happy"
"948","Bachelor's",2,1972,"Pretty happy"
"949","High school",3,1972,"Not too happy"
"950","High school",2,1972,"Pretty happy"
"951","Less than high school",2,1972,"Pretty happy"
"952","High school",1,1972,"Very happy"
"953","Less than high school",1,1972,"Very happy"
"954","High school",2,1972,"Pretty happy"
"955","High school",2,1972,"Pretty happy"
"956","High school",1,1972,"Very happy"
"957","High school",3,1972,"Not too happy"
"958","High school",1,1972,"Very happy"
"959","High school",3,1972,"Not too happy"
"960","Less than high school",1,1972,"Very happy"
"961","High school",1,1972,"Very happy"
"962","Graduate",1,1972,"Very happy"
"963","High school",2,1972,"Pretty happy"
"964","Graduate",1,1972,"Very happy"
"965","Bachelor's",2,1972,"Pretty happy"
"966","High school",2,1972,"Pretty happy"
"967","Bachelor's",1,1972,"Very happy"
"968","High school",1,1972,"Very happy"
"969","High school",3,1972,"Not too happy"
"970","Bachelor's",2,1972,"Pretty happy"
"971","Bachelor's",1,1972,"Very happy"
"972","Bachelor's",1,1972,"Very happy"
"973","Graduate",1,1972,"Very happy"
"974","High school",2,1972,"Pretty happy"
"975","Bachelor's",1,1972,"Very happy"
"976","High school",2,1972,"Pretty happy"
"977","High school",1,1972,"Very happy"
"978","High school",3,1972,"Not too happy"
"979","High school",1,1972,"Very happy"
"980","Less than high school",2,1972,"Pretty happy"
"981","Graduate",1,1972,"Very happy"
"982","High school",1,1972,"Very happy"
"983","High school",2,1972,"Pretty happy"
"984","Less than high school",2,1972,"Pretty happy"
"985","High school",3,1972,"Not too happy"
"986","High school",2,1972,"Pretty happy"
"987","Less than high school",2,1972,"Pretty happy"
"988","High school",2,1972,"Pretty happy"
"989","High school",2,1972,"Pretty happy"
"990","Less than high school",2,1972,"Pretty happy"
"991","High school",3,1972,"Not too happy"
"992","High school",2,1972,"Pretty happy"
"993","Less than high school",3,1972,"Not too happy"
"994","Less than high school",3,1972,"Not too happy"
"995","High school",1,1972,"Very happy"
"996","Less than high school",3,1972,"Not too happy"
"997","Less than high school",3,1972,"Not too happy"
"998","Less than high school",2,1972,"Pretty happy"
