"","Employee_status","Happy_level","Year","Happy"
"55950","Self-employed",2,2018,"Pretty happy"
"55951","Someone else",2,2018,"Pretty happy"
"55952","Self-employed",2,2018,"Pretty happy"
"55953","Someone else",3,2018,"Not too happy"
"55954","Someone else",2,2018,"Pretty happy"
"55955","Someone else",2,2018,"Pretty happy"
"55956","Someone else",2,2018,"Pretty happy"
"55957","Someone else",2,2018,"Pretty happy"
"55958","Someone else",2,2018,"Pretty happy"
"55959","Someone else",2,2018,"Pretty happy"
"55960","Someone else",2,2018,"Pretty happy"
"55961","Someone else",2,2018,"Pretty happy"
"55962","Someone else",2,2018,"Pretty happy"
"55963","Someone else",2,2018,"Pretty happy"
"55964","Someone else",3,2018,"Not too happy"
"55965","Someone else",2,2018,"Pretty happy"
"55966","Someone else",1,2018,"Very happy"
"55967","Someone else",1,2018,"Very happy"
"55968","Someone else",2,2018,"Pretty happy"
"55969","Someone else",2,2018,"Pretty happy"
"55970","Someone else",1,2018,"Very happy"
"55971","Someone else",2,2018,"Pretty happy"
"55972","Someone else",1,2018,"Very happy"
"55973","Someone else",2,2018,"Pretty happy"
"55974","Someone else",2,2018,"Pretty happy"
"55975","Someone else",1,2018,"Very happy"
"55976","Someone else",2,2018,"Pretty happy"
"55977","Someone else",2,2018,"Pretty happy"
"55978","Someone else",2,2018,"Pretty happy"
"55979","Someone else",2,2018,"Pretty happy"
"55980","Someone else",1,2018,"Very happy"
"55981","Someone else",3,2018,"Not too happy"
"55982","Someone else",1,2018,"Very happy"
"55983","Someone else",3,2018,"Not too happy"
"55984","Someone else",3,2018,"Not too happy"
"55985","Someone else",1,2018,"Very happy"
"55986","Someone else",1,2018,"Very happy"
"55987","Someone else",3,2018,"Not too happy"
"55988","Self-employed",1,2018,"Very happy"
"55989","Someone else",1,2018,"Very happy"
"55990","Someone else",1,2018,"Very happy"
"55991","Someone else",1,2018,"Very happy"
"55992","Someone else",2,2018,"Pretty happy"
"55993","Someone else",2,2018,"Pretty happy"
"55994","Someone else",2,2018,"Pretty happy"
"55995","Someone else",2,2018,"Pretty happy"
"55996","Someone else",1,2018,"Very happy"
"55997","Someone else",2,2018,"Pretty happy"
"55998","Someone else",2,2018,"Pretty happy"
"55999","Someone else",2,2018,"Pretty happy"
"56000","Someone else",3,2018,"Not too happy"
"56001","Someone else",2,2018,"Pretty happy"
"56002","Someone else",1,2018,"Very happy"
"56003","Someone else",2,2018,"Pretty happy"
"56004","Self-employed",2,2018,"Pretty happy"
"56005","Someone else",2,2018,"Pretty happy"
"56006","Someone else",2,2018,"Pretty happy"
"56007","Someone else",2,2018,"Pretty happy"
"56008","Someone else",3,2018,"Not too happy"
"56009","Someone else",2,2018,"Pretty happy"
"56010","Someone else",2,2018,"Pretty happy"
"56011","Someone else",2,2018,"Pretty happy"
"56012","Someone else",2,2018,"Pretty happy"
"56013","Someone else",2,2018,"Pretty happy"
"56014","Someone else",2,2018,"Pretty happy"
"56015","Someone else",2,2018,"Pretty happy"
"56016","Self-employed",1,2018,"Very happy"
"56017","Someone else",2,2018,"Pretty happy"
"56018","Someone else",2,2018,"Pretty happy"
"56019","Someone else",2,2018,"Pretty happy"
"56020","Someone else",1,2018,"Very happy"
"56021","Someone else",2,2018,"Pretty happy"
"56022","Self-employed",3,2018,"Not too happy"
"56023","Someone else",1,2018,"Very happy"
"56024","Someone else",2,2018,"Pretty happy"
"56025","Someone else",3,2018,"Not too happy"
"56026","Someone else",1,2018,"Very happy"
"56027","Someone else",1,2018,"Very happy"
"56028","Someone else",2,2018,"Pretty happy"
"56029","Someone else",2,2018,"Pretty happy"
"56030","Someone else",2,2018,"Pretty happy"
"56031","Someone else",2,2018,"Pretty happy"
"56032","Someone else",1,2018,"Very happy"
"56033","Someone else",2,2018,"Pretty happy"
"56034","Someone else",2,2018,"Pretty happy"
"56035","Someone else",2,2018,"Pretty happy"
"56036","Someone else",1,2018,"Very happy"
"56037","Someone else",3,2018,"Not too happy"
"56038","Someone else",2,2018,"Pretty happy"
"56039","Self-employed",1,2018,"Very happy"
"56040","Someone else",3,2018,"Not too happy"
"56041","Someone else",2,2018,"Pretty happy"
"56042","Someone else",2,2018,"Pretty happy"
"56043","Someone else",3,2018,"Not too happy"
"56044","Someone else",3,2018,"Not too happy"
"56045","Someone else",2,2018,"Pretty happy"
"56046","Self-employed",1,2018,"Very happy"
"56047","Self-employed",2,2018,"Pretty happy"
"56048","Someone else",2,2018,"Pretty happy"
"56049","Self-employed",2,2018,"Pretty happy"
"56050","Someone else",1,2018,"Very happy"
"56051","Someone else",2,2018,"Pretty happy"
"56052","Someone else",3,2018,"Not too happy"
"56053","Someone else",3,2018,"Not too happy"
"56054","Someone else",2,2018,"Pretty happy"
"56055","Someone else",1,2018,"Very happy"
"56056","Someone else",2,2018,"Pretty happy"
"56057","Someone else",1,2018,"Very happy"
"56058","Someone else",2,2018,"Pretty happy"
"56059","Someone else",2,2018,"Pretty happy"
"56060","Self-employed",3,2018,"Not too happy"
"56061","Someone else",1,2018,"Very happy"
"56062","Someone else",1,2018,"Very happy"
"56063","Self-employed",1,2018,"Very happy"
"56064","Someone else",1,2018,"Very happy"
"56065","Someone else",2,2018,"Pretty happy"
"56066","Someone else",3,2018,"Not too happy"
"56067","Someone else",3,2018,"Not too happy"
"56068","Someone else",2,2018,"Pretty happy"
"56069","Self-employed",2,2018,"Pretty happy"
"56070","Someone else",1,2018,"Very happy"
"56071","Someone else",3,2018,"Not too happy"
"56072","Someone else",1,2018,"Very happy"
"56073","Someone else",1,2018,"Very happy"
"56074","Someone else",2,2018,"Pretty happy"
"56075","Someone else",2,2018,"Pretty happy"
"56076","Self-employed",2,2018,"Pretty happy"
"56077","Self-employed",1,2018,"Very happy"
"56078","Someone else",2,2018,"Pretty happy"
"56079","Someone else",2,2018,"Pretty happy"
"56080","Someone else",1,2018,"Very happy"
"56081","Someone else",1,2018,"Very happy"
"56082","Someone else",2,2018,"Pretty happy"
"56083","Someone else",2,2018,"Pretty happy"
"56084","Someone else",2,2018,"Pretty happy"
"56085","Someone else",2,2018,"Pretty happy"
"56086","Someone else",2,2018,"Pretty happy"
"56087","Someone else",2,2018,"Pretty happy"
"56088","Self-employed",2,2018,"Pretty happy"
"56089","Someone else",2,2018,"Pretty happy"
"56090","Someone else",2,2018,"Pretty happy"
"56091","Self-employed",1,2018,"Very happy"
"56092","Self-employed",3,2018,"Not too happy"
"56093","Self-employed",2,2018,"Pretty happy"
"56094","Someone else",2,2018,"Pretty happy"
"56095","Someone else",2,2018,"Pretty happy"
"56096","Someone else",2,2018,"Pretty happy"
"56097","Someone else",2,2018,"Pretty happy"
"56098","Someone else",1,2018,"Very happy"
"56099","Someone else",1,2018,"Very happy"
"56100","Someone else",2,2018,"Pretty happy"
"56101","Someone else",2,2018,"Pretty happy"
"56102","Someone else",2,2018,"Pretty happy"
"56103","Someone else",2,2018,"Pretty happy"
"56104","Someone else",1,2018,"Very happy"
"56105","Someone else",1,2018,"Very happy"
"56106","Someone else",1,2018,"Very happy"
"56107","Self-employed",1,2018,"Very happy"
"56108","Someone else",2,2018,"Pretty happy"
"56109","Someone else",2,2018,"Pretty happy"
"56110","Someone else",3,2018,"Not too happy"
"56111","Someone else",2,2018,"Pretty happy"
"56112","Someone else",1,2018,"Very happy"
"56113","Self-employed",3,2018,"Not too happy"
"56114","Someone else",1,2018,"Very happy"
"56115","Someone else",2,2018,"Pretty happy"
"56116","Someone else",1,2018,"Very happy"
"56117","Someone else",3,2018,"Not too happy"
"56118","Someone else",2,2018,"Pretty happy"
"56119","Someone else",2,2018,"Pretty happy"
"56120","Someone else",1,2018,"Very happy"
"56121","Someone else",2,2018,"Pretty happy"
"56122","Someone else",2,2018,"Pretty happy"
"56123","Someone else",2,2018,"Pretty happy"
"56124","Someone else",2,2018,"Pretty happy"
"56125","Someone else",2,2018,"Pretty happy"
"56126","Someone else",1,2018,"Very happy"
"56127","Someone else",2,2018,"Pretty happy"
"56128","Someone else",2,2018,"Pretty happy"
"56129","Someone else",1,2018,"Very happy"
"56130","Someone else",1,2018,"Very happy"
"56131","Someone else",1,2018,"Very happy"
"56132","Someone else",2,2018,"Pretty happy"
"56133","Someone else",1,2018,"Very happy"
"56134","Someone else",1,2018,"Very happy"
"56135","Someone else",1,2018,"Very happy"
"56136","Someone else",1,2018,"Very happy"
"56137","Someone else",2,2018,"Pretty happy"
"56138","Someone else",2,2018,"Pretty happy"
"56139","Someone else",2,2018,"Pretty happy"
"56140","Someone else",2,2018,"Pretty happy"
"56141","Someone else",2,2018,"Pretty happy"
"56142","Someone else",2,2018,"Pretty happy"
"56143","Someone else",1,2018,"Very happy"
"56144","Someone else",1,2018,"Very happy"
"56145","Someone else",2,2018,"Pretty happy"
"56146","Someone else",3,2018,"Not too happy"
"56147","Someone else",2,2018,"Pretty happy"
"56148","Someone else",2,2018,"Pretty happy"
"56149","Someone else",2,2018,"Pretty happy"
"56150","Someone else",3,2018,"Not too happy"
"56151","Someone else",2,2018,"Pretty happy"
"56152","Self-employed",2,2018,"Pretty happy"
"56153","Someone else",2,2018,"Pretty happy"
"56154","Someone else",2,2018,"Pretty happy"
"56155","Someone else",1,2018,"Very happy"
"56156","Someone else",3,2018,"Not too happy"
"56157","Self-employed",2,2018,"Pretty happy"
"56158","Self-employed",1,2018,"Very happy"
"56159","Someone else",3,2018,"Not too happy"
"56160","Someone else",2,2018,"Pretty happy"
"56161","Someone else",2,2018,"Pretty happy"
"56162","Someone else",1,2018,"Very happy"
"56163","Someone else",1,2018,"Very happy"
"56164","Someone else",2,2018,"Pretty happy"
"56165","Someone else",1,2018,"Very happy"
"56166","Self-employed",1,2018,"Very happy"
"56167","Someone else",2,2018,"Pretty happy"
"56168","Self-employed",2,2018,"Pretty happy"
"56169","Someone else",2,2018,"Pretty happy"
"56170","Someone else",2,2018,"Pretty happy"
"56171","Self-employed",2,2018,"Pretty happy"
"56172","Someone else",3,2018,"Not too happy"
"56173","Someone else",2,2018,"Pretty happy"
"56174","Someone else",1,2018,"Very happy"
"56175","Someone else",2,2018,"Pretty happy"
"56176","Someone else",2,2018,"Pretty happy"
"56177","Self-employed",2,2018,"Pretty happy"
"56178","Someone else",2,2018,"Pretty happy"
"56179","Someone else",2,2018,"Pretty happy"
"56180","Someone else",1,2018,"Very happy"
"56181","Someone else",1,2018,"Very happy"
"56182","Self-employed",2,2018,"Pretty happy"
"56183","Someone else",2,2018,"Pretty happy"
"56184","Someone else",2,2018,"Pretty happy"
"56185","Someone else",1,2018,"Very happy"
"56186","Someone else",1,2018,"Very happy"
"56187","Someone else",2,2018,"Pretty happy"
"56188","Someone else",1,2018,"Very happy"
"56189","Someone else",2,2018,"Pretty happy"
"56190","Someone else",2,2018,"Pretty happy"
"56191","Someone else",1,2018,"Very happy"
"56192","Someone else",3,2018,"Not too happy"
"56193","Someone else",2,2018,"Pretty happy"
"56194","Someone else",3,2018,"Not too happy"
"56195","Self-employed",2,2018,"Pretty happy"
"56196","Someone else",2,2018,"Pretty happy"
"56197","Someone else",1,2018,"Very happy"
"56198","Someone else",2,2018,"Pretty happy"
"56199","Someone else",2,2018,"Pretty happy"
"56200","Someone else",3,2018,"Not too happy"
"56201","Someone else",2,2018,"Pretty happy"
"56202","Someone else",2,2018,"Pretty happy"
"56203","Someone else",1,2018,"Very happy"
"56204","Someone else",3,2018,"Not too happy"
"56205","Someone else",2,2018,"Pretty happy"
"56206","Someone else",1,2018,"Very happy"
"56207","Someone else",1,2018,"Very happy"
"56208","Someone else",3,2018,"Not too happy"
"56209","Someone else",1,2018,"Very happy"
"56210","Someone else",1,2018,"Very happy"
"56211","Someone else",3,2018,"Not too happy"
"56212","Someone else",2,2018,"Pretty happy"
"56213","Someone else",2,2018,"Pretty happy"
"56214","Someone else",2,2018,"Pretty happy"
"56215","Someone else",2,2018,"Pretty happy"
"56216","Someone else",2,2018,"Pretty happy"
"56217","Someone else",2,2018,"Pretty happy"
"56218","Someone else",2,2018,"Pretty happy"
"56219","Someone else",2,2018,"Pretty happy"
"56220","Someone else",1,2018,"Very happy"
"56221","Someone else",1,2018,"Very happy"
"56222","Someone else",2,2018,"Pretty happy"
"56223","Someone else",2,2018,"Pretty happy"
"56224","Someone else",1,2018,"Very happy"
"56225","Someone else",3,2018,"Not too happy"
"56226","Someone else",3,2018,"Not too happy"
"56227","Self-employed",2,2018,"Pretty happy"
"56228","Someone else",1,2018,"Very happy"
"56229","Someone else",2,2018,"Pretty happy"
"56230","Someone else",3,2018,"Not too happy"
"56231","Someone else",3,2018,"Not too happy"
"56232","Someone else",2,2018,"Pretty happy"
"56233","Someone else",1,2018,"Very happy"
"56234","Someone else",3,2018,"Not too happy"
"56235","Someone else",2,2018,"Pretty happy"
"56236","Someone else",2,2018,"Pretty happy"
"56237","Someone else",2,2018,"Pretty happy"
"56238","Someone else",2,2018,"Pretty happy"
"56239","Someone else",1,2018,"Very happy"
"56240","Someone else",2,2018,"Pretty happy"
"56241","Self-employed",1,2018,"Very happy"
"56242","Someone else",2,2018,"Pretty happy"
"56243","Someone else",2,2018,"Pretty happy"
"56244","Someone else",2,2018,"Pretty happy"
"56245","Someone else",1,2018,"Very happy"
"56246","Someone else",1,2018,"Very happy"
"56247","Self-employed",2,2018,"Pretty happy"
"56248","Someone else",2,2018,"Pretty happy"
"56249","Someone else",2,2018,"Pretty happy"
"56250","Someone else",1,2018,"Very happy"
"56251","Someone else",1,2018,"Very happy"
"56252","Someone else",1,2018,"Very happy"
"56253","Someone else",3,2018,"Not too happy"
"56254","Someone else",1,2018,"Very happy"
"56255","Self-employed",3,2018,"Not too happy"
"56256","Someone else",2,2018,"Pretty happy"
"56257","Someone else",2,2018,"Pretty happy"
"56258","Someone else",1,2018,"Very happy"
"56259","Someone else",2,2018,"Pretty happy"
"56260","Someone else",2,2018,"Pretty happy"
"56261","Someone else",3,2018,"Not too happy"
"56262","Someone else",3,2018,"Not too happy"
"56263","Someone else",1,2018,"Very happy"
"56264","Someone else",2,2018,"Pretty happy"
"56265","Someone else",3,2018,"Not too happy"
"56266","Someone else",2,2018,"Pretty happy"
"56267","Someone else",2,2018,"Pretty happy"
"56268","Someone else",1,2018,"Very happy"
"56269","Someone else",2,2018,"Pretty happy"
"56270","Someone else",1,2018,"Very happy"
"56271","Someone else",1,2018,"Very happy"
"56272","Someone else",2,2018,"Pretty happy"
"56273","Someone else",1,2018,"Very happy"
"56274","Someone else",2,2018,"Pretty happy"
"56275","Someone else",1,2018,"Very happy"
"56276","Someone else",2,2018,"Pretty happy"
"56277","Someone else",3,2018,"Not too happy"
"56278","Someone else",2,2018,"Pretty happy"
"56279","Someone else",2,2018,"Pretty happy"
"56280","Someone else",2,2018,"Pretty happy"
"56281","Someone else",1,2018,"Very happy"
"56282","Someone else",1,2018,"Very happy"
"56283","Someone else",2,2018,"Pretty happy"
"56284","Someone else",2,2018,"Pretty happy"
"56285","Someone else",3,2018,"Not too happy"
"56286","Someone else",2,2018,"Pretty happy"
"56287","Someone else",3,2018,"Not too happy"
"56288","Self-employed",1,2018,"Very happy"
"56289","Someone else",1,2018,"Very happy"
"56290","Someone else",2,2018,"Pretty happy"
"56291","Someone else",2,2018,"Pretty happy"
"56292","Someone else",2,2018,"Pretty happy"
"56293","Someone else",2,2018,"Pretty happy"
"56294","Someone else",2,2018,"Pretty happy"
"56295","Someone else",2,2018,"Pretty happy"
"56296","Someone else",3,2018,"Not too happy"
"56297","Someone else",2,2018,"Pretty happy"
"56298","Someone else",2,2018,"Pretty happy"
"56299","Someone else",1,2018,"Very happy"
"56300","Someone else",2,2018,"Pretty happy"
"56301","Someone else",1,2018,"Very happy"
"56302","Someone else",1,2018,"Very happy"
"56303","Someone else",1,2018,"Very happy"
"56304","Someone else",2,2018,"Pretty happy"
"56305","Someone else",1,2018,"Very happy"
"56306","Someone else",2,2018,"Pretty happy"
"56307","Someone else",2,2018,"Pretty happy"
"56308","Someone else",2,2018,"Pretty happy"
"56309","Someone else",2,2018,"Pretty happy"
"56310","Someone else",2,2018,"Pretty happy"
"56311","Someone else",2,2018,"Pretty happy"
"56312","Someone else",1,2018,"Very happy"
"56313","Someone else",2,2018,"Pretty happy"
"56314","Self-employed",2,2018,"Pretty happy"
"56315","Someone else",2,2018,"Pretty happy"
"56316","Someone else",3,2018,"Not too happy"
"56317","Someone else",2,2018,"Pretty happy"
"56318","Someone else",2,2018,"Pretty happy"
"56319","Someone else",1,2018,"Very happy"
"56320","Someone else",1,2018,"Very happy"
"56321","Someone else",2,2018,"Pretty happy"
"56322","Someone else",2,2018,"Pretty happy"
"56323","Someone else",3,2018,"Not too happy"
"56324","Someone else",2,2018,"Pretty happy"
"56325","Someone else",3,2018,"Not too happy"
"56326","Someone else",2,2018,"Pretty happy"
"56327","Someone else",2,2018,"Pretty happy"
"56328","Someone else",2,2018,"Pretty happy"
"56329","Someone else",2,2018,"Pretty happy"
"56330","Someone else",2,2018,"Pretty happy"
"56331","Someone else",1,2018,"Very happy"
"56332","Someone else",1,2018,"Very happy"
"56333","Someone else",1,2018,"Very happy"
"56334","Someone else",2,2021,"Pretty happy"
"56335","Someone else",2,2021,"Pretty happy"
"56336","Someone else",1,2021,"Very happy"
"56337","Someone else",1,2021,"Very happy"
"56338","Someone else",2,2021,"Pretty happy"
"56339","Someone else",2,2021,"Pretty happy"
"56340","Someone else",3,2021,"Not too happy"
"56341","Someone else",2,2021,"Pretty happy"
"56342","Someone else",2,2021,"Pretty happy"
"56343","Someone else",2,2021,"Pretty happy"
"56344","Someone else",2,2021,"Pretty happy"
"56345","Self-employed",2,2021,"Pretty happy"
"56346","Someone else",2,2021,"Pretty happy"
"56347","Self-employed",3,2021,"Not too happy"
"56348","Someone else",3,2021,"Not too happy"
"56349","Someone else",2,2021,"Pretty happy"
"56350","Someone else",2,2021,"Pretty happy"
"56351","Someone else",1,2021,"Very happy"
"56352","Someone else",2,2021,"Pretty happy"
"56353","Someone else",2,2021,"Pretty happy"
"56354","Someone else",3,2021,"Not too happy"
"56355","Someone else",2,2021,"Pretty happy"
"56356","Someone else",3,2021,"Not too happy"
"56357","Someone else",2,2021,"Pretty happy"
"56358","Someone else",1,2021,"Very happy"
"56359","Someone else",3,2021,"Not too happy"
"56360","Someone else",2,2021,"Pretty happy"
"56361","Someone else",3,2021,"Not too happy"
"56362","Someone else",2,2021,"Pretty happy"
"56363","Someone else",2,2021,"Pretty happy"
"56364","Someone else",2,2021,"Pretty happy"
"56365","Someone else",3,2021,"Not too happy"
"56366","Someone else",2,2021,"Pretty happy"
"56367","Someone else",3,2021,"Not too happy"
"56368","Someone else",2,2021,"Pretty happy"
"56369","Someone else",2,2021,"Pretty happy"
"56370","Someone else",2,2021,"Pretty happy"
"56371","Someone else",1,2021,"Very happy"
"56372","Someone else",3,2021,"Not too happy"
"56373","Someone else",3,2021,"Not too happy"
"56374","Someone else",2,2021,"Pretty happy"
"56375","Someone else",1,2021,"Very happy"
"56376","Someone else",3,2021,"Not too happy"
"56377","Someone else",3,2021,"Not too happy"
"56378","Self-employed",2,2021,"Pretty happy"
"56379","Someone else",2,2021,"Pretty happy"
"56380","Someone else",2,2021,"Pretty happy"
"56381","Someone else",2,2021,"Pretty happy"
"56382","Self-employed",3,2021,"Not too happy"
"56383","Someone else",2,2021,"Pretty happy"
"56384","Self-employed",2,2021,"Pretty happy"
"56385","Someone else",2,2021,"Pretty happy"
"56386","Someone else",3,2021,"Not too happy"
"56387","Someone else",2,2021,"Pretty happy"
"56388","Someone else",3,2021,"Not too happy"
"56389","Self-employed",3,2021,"Not too happy"
"56390","Someone else",3,2021,"Not too happy"
"56391","Someone else",2,2021,"Pretty happy"
"56392","Someone else",3,2021,"Not too happy"
"56393","Someone else",2,2021,"Pretty happy"
"56394","Someone else",2,2021,"Pretty happy"
"56395","Someone else",2,2021,"Pretty happy"
"56396","Someone else",3,2021,"Not too happy"
"56397","Someone else",1,2021,"Very happy"
"56398","Someone else",1,2021,"Very happy"
"56399","Self-employed",3,2021,"Not too happy"
"56400","Self-employed",1,2021,"Very happy"
"56401","Someone else",2,2021,"Pretty happy"
"56402","Someone else",2,2021,"Pretty happy"
"56403","Someone else",2,2021,"Pretty happy"
"56404","Someone else",2,2021,"Pretty happy"
"56405","Someone else",3,2021,"Not too happy"
"56406","Someone else",3,2021,"Not too happy"
"56407","Someone else",3,2021,"Not too happy"
"56408","Someone else",3,2021,"Not too happy"
"56409","Someone else",2,2021,"Pretty happy"
"56410","Someone else",3,2021,"Not too happy"
"56411","Someone else",2,2021,"Pretty happy"
"56412","Someone else",2,2021,"Pretty happy"
"56413","Someone else",1,2021,"Very happy"
"56414","Someone else",2,2021,"Pretty happy"
"56415","Someone else",1,2021,"Very happy"
"56416","Someone else",2,2021,"Pretty happy"
"56417","Someone else",2,2021,"Pretty happy"
"56418","Someone else",2,2021,"Pretty happy"
"56419","Someone else",3,2021,"Not too happy"
"56420","Someone else",2,2021,"Pretty happy"
"56421","Someone else",3,2021,"Not too happy"
"56422","Self-employed",2,2021,"Pretty happy"
"56423","Someone else",2,2021,"Pretty happy"
"56424","Someone else",1,2021,"Very happy"
"56425","Someone else",2,2021,"Pretty happy"
"56426","Someone else",1,2021,"Very happy"
"56427","Someone else",1,2021,"Very happy"
"56428","Someone else",1,2021,"Very happy"
"56429","Someone else",1,2021,"Very happy"
"56430","Someone else",2,2021,"Pretty happy"
"56431","Someone else",1,2021,"Very happy"
"56432","Someone else",2,2021,"Pretty happy"
"56433","Someone else",2,2021,"Pretty happy"
"56434","Someone else",3,2021,"Not too happy"
"56435","Someone else",2,2021,"Pretty happy"
"56436","Someone else",3,2021,"Not too happy"
"56437","Someone else",3,2021,"Not too happy"
"56438","Someone else",2,2021,"Pretty happy"
"56439","Someone else",2,2021,"Pretty happy"
"56440","Someone else",1,2021,"Very happy"
"56441","Self-employed",2,2021,"Pretty happy"
"56442","Someone else",2,2021,"Pretty happy"
"56443","Self-employed",1,2021,"Very happy"
"56444","Someone else",2,2021,"Pretty happy"
"56445","Someone else",2,2021,"Pretty happy"
"56446","Someone else",3,2021,"Not too happy"
"56447","Someone else",2,2021,"Pretty happy"
"56448","Someone else",2,2021,"Pretty happy"
"56449","Someone else",2,2021,"Pretty happy"
"56450","Someone else",3,2021,"Not too happy"
"56451","Someone else",2,2021,"Pretty happy"
"56452","Someone else",1,2021,"Very happy"
"56453","Someone else",2,2021,"Pretty happy"
"56454","Self-employed",2,2021,"Pretty happy"
"56455","Someone else",2,2021,"Pretty happy"
"56456","Someone else",2,2021,"Pretty happy"
"56457","Someone else",2,2021,"Pretty happy"
"56458","Someone else",3,2021,"Not too happy"
"56459","Someone else",3,2021,"Not too happy"
"56460","Someone else",1,2021,"Very happy"
"56461","Someone else",2,2021,"Pretty happy"
"56462","Someone else",2,2021,"Pretty happy"
"56463","Someone else",3,2021,"Not too happy"
"56464","Someone else",1,2021,"Very happy"
"56465","Self-employed",2,2021,"Pretty happy"
"56466","Someone else",2,2021,"Pretty happy"
"56467","Someone else",3,2021,"Not too happy"
"56468","Someone else",1,2021,"Very happy"
"56469","Someone else",3,2021,"Not too happy"
"56470","Someone else",3,2021,"Not too happy"
"56471","Self-employed",2,2021,"Pretty happy"
"56472","Someone else",3,2021,"Not too happy"
"56473","Self-employed",2,2021,"Pretty happy"
"56474","Self-employed",2,2021,"Pretty happy"
"56475","Someone else",2,2021,"Pretty happy"
"56476","Someone else",2,2021,"Pretty happy"
"56477","Self-employed",2,2021,"Pretty happy"
"56478","Someone else",2,2021,"Pretty happy"
"56479","Someone else",2,2021,"Pretty happy"
"56480","Someone else",1,2021,"Very happy"
"56481","Someone else",2,2021,"Pretty happy"
"56482","Someone else",1,2021,"Very happy"
"56483","Someone else",1,2021,"Very happy"
"56484","Someone else",2,2021,"Pretty happy"
"56485","Someone else",2,2021,"Pretty happy"
"56486","Someone else",2,2021,"Pretty happy"
"56487","Someone else",3,2021,"Not too happy"
"56488","Someone else",2,2021,"Pretty happy"
"56489","Someone else",2,2021,"Pretty happy"
"56490","Self-employed",2,2021,"Pretty happy"
"56491","Someone else",2,2021,"Pretty happy"
"56492","Someone else",3,2021,"Not too happy"
"56493","Someone else",3,2021,"Not too happy"
"56494","Someone else",2,2021,"Pretty happy"
"56495","Someone else",1,2021,"Very happy"
"56496","Someone else",2,2021,"Pretty happy"
"56497","Someone else",3,2021,"Not too happy"
"56498","Someone else",2,2021,"Pretty happy"
"56499","Someone else",2,2021,"Pretty happy"
"56500","Someone else",2,2021,"Pretty happy"
"56501","Self-employed",2,2021,"Pretty happy"
"56502","Someone else",2,2021,"Pretty happy"
"56503","Someone else",3,2021,"Not too happy"
"56504","Someone else",1,2021,"Very happy"
"56505","Someone else",3,2021,"Not too happy"
"56506","Someone else",2,2021,"Pretty happy"
"56507","Someone else",3,2021,"Not too happy"
"56508","Someone else",2,2021,"Pretty happy"
"56509","Someone else",2,2021,"Pretty happy"
"56510","Someone else",1,2021,"Very happy"
"56511","Someone else",3,2021,"Not too happy"
"56512","Someone else",3,2021,"Not too happy"
"56513","Someone else",3,2021,"Not too happy"
"56514","Someone else",2,2021,"Pretty happy"
"56515","Someone else",2,2021,"Pretty happy"
"56516","Someone else",1,2021,"Very happy"
"56517","Someone else",3,2021,"Not too happy"
"56518","Someone else",3,2021,"Not too happy"
"56519","Someone else",3,2021,"Not too happy"
"56520","Someone else",1,2021,"Very happy"
"56521","Someone else",2,2021,"Pretty happy"
"56522","Someone else",3,2021,"Not too happy"
"56523","Someone else",3,2021,"Not too happy"
"56524","Someone else",2,2021,"Pretty happy"
"56525","Someone else",1,2021,"Very happy"
"56526","Someone else",3,2021,"Not too happy"
"56527","Someone else",2,2021,"Pretty happy"
"56528","Someone else",3,2021,"Not too happy"
"56529","Someone else",1,2021,"Very happy"
"56530","Someone else",2,2021,"Pretty happy"
"56531","Someone else",3,2021,"Not too happy"
"56532","Self-employed",1,2021,"Very happy"
"56533","Someone else",2,2021,"Pretty happy"
"56534","Someone else",2,2021,"Pretty happy"
"56535","Someone else",3,2021,"Not too happy"
"56536","Self-employed",2,2021,"Pretty happy"
"56537","Someone else",2,2021,"Pretty happy"
"56538","Someone else",1,2021,"Very happy"
"56539","Self-employed",2,2021,"Pretty happy"
"56540","Someone else",2,2021,"Pretty happy"
"56541","Self-employed",2,2021,"Pretty happy"
"56542","Self-employed",2,2021,"Pretty happy"
"56543","Someone else",1,2021,"Very happy"
"56544","Someone else",3,2021,"Not too happy"
"56545","Someone else",3,2021,"Not too happy"
"56546","Someone else",2,2021,"Pretty happy"
"56547","Someone else",2,2021,"Pretty happy"
"56548","Someone else",3,2021,"Not too happy"
"56549","Someone else",2,2021,"Pretty happy"
"56550","Someone else",2,2021,"Pretty happy"
"56551","Someone else",2,2021,"Pretty happy"
"56552","Someone else",3,2021,"Not too happy"
"56553","Someone else",2,2021,"Pretty happy"
"56554","Self-employed",2,2021,"Pretty happy"
"56555","Someone else",2,2021,"Pretty happy"
"56556","Someone else",1,2021,"Very happy"
"56557","Someone else",1,2021,"Very happy"
"56558","Someone else",2,2021,"Pretty happy"
"56559","Someone else",3,2021,"Not too happy"
"56560","Someone else",2,2021,"Pretty happy"
"56561","Someone else",2,2021,"Pretty happy"
"56562","Someone else",3,2021,"Not too happy"
"56563","Someone else",3,2021,"Not too happy"
"56564","Someone else",2,2021,"Pretty happy"
"56565","Someone else",3,2021,"Not too happy"
"56566","Someone else",2,2021,"Pretty happy"
"56567","Someone else",2,2021,"Pretty happy"
"56568","Someone else",2,2021,"Pretty happy"
"56569","Someone else",1,2021,"Very happy"
"56570","Someone else",2,2021,"Pretty happy"
"56571","Someone else",2,2021,"Pretty happy"
"56572","Someone else",3,2021,"Not too happy"
