"","Marital_status","Happy_level","Year"
"895","Married","Very happy",1972
"896","Married","Very happy",1972
"897","Married","Very happy",1972
"898","Married","Pretty happy",1972
"899","Never married","Pretty happy",1972
"900","Never married","Pretty happy",1972
"901","Married","Pretty happy",1972
"902","Married","Pretty happy",1972
"903","Married","Pretty happy",1972
"904","Married","Pretty happy",1972
"905","Married","Very happy",1972
"906","Married","Pretty happy",1972
"907","Married","Not too happy",1972
"908","Married","Not too happy",1972
"909","Married","Pretty happy",1972
"910","Married","Pretty happy",1972
"911","Married","Very happy",1972
"912","Never married","Pretty happy",1972
"913","Widowed","Pretty happy",1972
"914","Married","Very happy",1972
"915","Married","Pretty happy",1972
"916","Married","Pretty happy",1972
"917","Married","Pretty happy",1972
"918","Married","Pretty happy",1972
"919","Married","Pretty happy",1972
"920","Married","Very happy",1972
"921","Married","Very happy",1972
"922","Married","Not too happy",1972
"923","Married","Not too happy",1972
"924","Widowed","Very happy",1972
"925","Never married","Pretty happy",1972
"926","Married","Pretty happy",1972
"927","Married","Not too happy",1972
"928","Separated","Pretty happy",1972
"929","Married","Pretty happy",1972
"930","Never married","Pretty happy",1972
"931","Married","Not too happy",1972
"932","Married","Pretty happy",1972
"933","Separated","Pretty happy",1972
"934","Married","Very happy",1972
"935","Married","Very happy",1972
"936","Married","Pretty happy",1972
"937","Never married","Not too happy",1972
"938","Married","Pretty happy",1972
"939","Married","Very happy",1972
"940","Married","Pretty happy",1972
"941","Married","Pretty happy",1972
"942","Married","Pretty happy",1972
"943","Married","Not too happy",1972
"944","Married","Pretty happy",1972
"945","Married","Very happy",1972
"946","Married","Pretty happy",1972
"947","Divorced","Pretty happy",1972
"948","Married","Pretty happy",1972
"949","Never married","Not too happy",1972
"950","Never married","Pretty happy",1972
"951","Married","Pretty happy",1972
"952","Married","Very happy",1972
"953","Married","Very happy",1972
"954","Married","Pretty happy",1972
"955","Married","Pretty happy",1972
"956","Married","Very happy",1972
"957","Married","Not too happy",1972
"958","Married","Very happy",1972
"959","Married","Not too happy",1972
"960","Widowed","Very happy",1972
"961","Married","Very happy",1972
"962","Never married","Very happy",1972
"963","Married","Pretty happy",1972
"964","Married","Very happy",1972
"965","Divorced","Pretty happy",1972
"966","Married","Pretty happy",1972
"967","Married","Very happy",1972
"968","Widowed","Very happy",1972
"969","Widowed","Not too happy",1972
"970","Married","Pretty happy",1972
"971","Married","Very happy",1972
"972","Married","Very happy",1972
"973","Married","Very happy",1972
"974","Divorced","Pretty happy",1972
"975","Married","Very happy",1972
"976","Married","Pretty happy",1972
"977","Married","Very happy",1972
"978","Married","Not too happy",1972
"979","Married","Very happy",1972
"980","Never married","Pretty happy",1972
"981","Married","Very happy",1972
"982","Married","Very happy",1972
"983","Married","Pretty happy",1972
"984","Married","Pretty happy",1972
"985","Married","Not too happy",1972
"986","Married","Pretty happy",1972
"987","Never married","Pretty happy",1972
"988","Married","Pretty happy",1972
"989","Never married","Pretty happy",1972
"990","Married","Pretty happy",1972
"991","Married","Not too happy",1972
"992","Married","Pretty happy",1972
"993","Separated","Not too happy",1972
"994","Married","Not too happy",1972
"995","Married","Very happy",1972
"996","Married","Not too happy",1972
"997","Married","Not too happy",1972
"998","Married","Pretty happy",1972
"999","Married","Pretty happy",1972
"1000","Married","Pretty happy",1972
"1001","Married","Pretty happy",1972
"1002","Never married","Pretty happy",1972
"1003","Divorced","Very happy",1972
"1004","Married","Pretty happy",1972
"1005","Widowed","Very happy",1972
"1006","Married","Not too happy",1972
"1007","Married","Not too happy",1972
"1008","Married","Pretty happy",1972
"1009","Married","Not too happy",1972
"1010","Separated","Pretty happy",1972
"1011","Married","Pretty happy",1972
"1012","Married","Pretty happy",1972
"1013","Married","Very happy",1972
"1014","Never married","Pretty happy",1972
"1015","Married","Pretty happy",1972
"1016","Married","Pretty happy",1972
"1017","Married","Pretty happy",1972
"1018","Never married","Pretty happy",1972
"1019","Never married","Not too happy",1972
"1020","Married","Not too happy",1972
"1021","Married","Very happy",1972
"1022","Married","Very happy",1972
"1023","Married","Pretty happy",1972
"1024","Married","Pretty happy",1972
"1025","Divorced","Pretty happy",1972
"1026","Married","Very happy",1972
"1027","Married","Pretty happy",1972
"1028","Married","Pretty happy",1972
"1029","Married","Pretty happy",1972
"1030","Married","Not too happy",1972
"1031","Married","Pretty happy",1972
"1032","Married","Pretty happy",1972
"1033","Married","Pretty happy",1972
"1034","Divorced","Pretty happy",1972
"1035","Married","Very happy",1972
"1036","Married","Very happy",1972
"1037","Married","Pretty happy",1972
"1038","Married","Not too happy",1972
"1039","Married","Very happy",1972
"1040","Never married","Pretty happy",1972
"1041","Widowed","Very happy",1972
"1042","Widowed","Not too happy",1972
"1043","Married","Very happy",1972
"1044","Married","Very happy",1972
"1045","Married","Pretty happy",1972
"1046","Married","Pretty happy",1972
"1047","Widowed","Pretty happy",1972
"1048","Married","Pretty happy",1972
"1049","Married","Not too happy",1972
"1050","Widowed","Pretty happy",1972
"1051","Married","Pretty happy",1972
"1052","Married","Pretty happy",1972
"1053","Married","Pretty happy",1972
"1054","Married","Pretty happy",1972
"1055","Divorced","Pretty happy",1972
"1056","Married","Very happy",1972
"1057","Widowed","Pretty happy",1972
"1058","Separated","Not too happy",1972
"1059","Married","Not too happy",1972
"1060","Married","Pretty happy",1972
"1061","Never married","Pretty happy",1972
"1062","Married","Pretty happy",1972
"1063","Married","Very happy",1972
"1064","Never married","Pretty happy",1972
"1065","Married","Pretty happy",1972
"1066","Widowed","Not too happy",1972
"1067","Widowed","Pretty happy",1972
"1068","Widowed","Pretty happy",1972
"1069","Married","Very happy",1972
"1070","Married","Not too happy",1972
"1071","Married","Very happy",1972
"1072","Married","Not too happy",1972
"1073","Married","Very happy",1972
"1074","Married","Very happy",1972
"1075","Married","Very happy",1972
"1076","Married","Pretty happy",1972
"1077","Married","Very happy",1972
"1078","Never married","Pretty happy",1972
"1079","Married","Pretty happy",1972
"1080","Separated","Not too happy",1972
"1081","Widowed","Not too happy",1972
"1082","Never married","Pretty happy",1972
"1083","Never married","Pretty happy",1972
"1084","Married","Pretty happy",1972
"1085","Married","Pretty happy",1972
"1086","Married","Pretty happy",1972
"1087","Married","Very happy",1972
"1088","Married","Very happy",1972
"1089","Widowed","Very happy",1972
"1090","Married","Very happy",1972
"1091","Widowed","Pretty happy",1972
"1092","Never married","Pretty happy",1972
"1093","Widowed","Pretty happy",1972
"1094","Married","Pretty happy",1972
"1095","Married","Pretty happy",1972
"1096","Never married","Pretty happy",1972
"1097","Married","Pretty happy",1972
"1098","Married","Pretty happy",1972
"1099","Married","Pretty happy",1972
"1100","Married","Not too happy",1972
"1101","Married","Not too happy",1972
"1102","Married","Pretty happy",1972
"1103","Married","Very happy",1972
"1104","Married","Not too happy",1972
"1105","Married","Very happy",1972
"1106","Married","Very happy",1972
"1107","Married","Pretty happy",1972
"1108","Married","Pretty happy",1972
"1109","Married","Very happy",1972
"1110","Widowed","Very happy",1972
"1111","Married","Very happy",1972
"1112","Married","Pretty happy",1972
"1113","Never married","Pretty happy",1972
"1114","Never married","Very happy",1972
"1115","Never married","Pretty happy",1972
"1116","Married","Pretty happy",1972
"1117","Widowed","Pretty happy",1972
"1118","Married","Pretty happy",1972
"1119","Widowed","Very happy",1972
"1120","Married","Pretty happy",1972
"1121","Separated","Not too happy",1972
"1122","Married","Pretty happy",1972
"1123","Widowed","Very happy",1972
"1124","Married","Very happy",1972
"1125","Never married","Pretty happy",1972
"1126","Married","Pretty happy",1972
"1127","Married","Pretty happy",1972
"1128","Married","Pretty happy",1972
"1129","Married","Pretty happy",1972
"1130","Married","Pretty happy",1972
"1131","Married","Very happy",1972
"1132","Married","Pretty happy",1972
"1133","Married","Very happy",1972
"1134","Never married","Pretty happy",1972
"1135","Married","Not too happy",1972
"1136","Married","Very happy",1972
"1137","Married","Very happy",1972
"1138","Widowed","Very happy",1972
"1139","Married","Pretty happy",1972
"1140","Married","Very happy",1972
"1141","Married","Very happy",1972
"1142","Married","Very happy",1972
"1143","Married","Not too happy",1972
"1144","Widowed","Pretty happy",1972
"1145","Married","Not too happy",1972
"1146","Married","Pretty happy",1972
"1147","Married","Very happy",1972
"1148","Married","Very happy",1972
"1149","Married","Not too happy",1972
"1150","Widowed","Pretty happy",1972
"1151","Married","Pretty happy",1972
"1152","Married","Pretty happy",1972
"1153","Married","Not too happy",1972
"1154","Married","Pretty happy",1972
"1155","Never married","Pretty happy",1972
"1156","Married","Very happy",1972
"1157","Married","Pretty happy",1972
"1158","Divorced","Very happy",1972
"1159","Married","Pretty happy",1972
"1160","Married","Pretty happy",1972
"1161","Married","Very happy",1972
"1162","Never married","Pretty happy",1972
"1163","Married","Pretty happy",1972
"1164","Widowed","Very happy",1972
"1165","Never married","Pretty happy",1972
"1166","Divorced","Not too happy",1972
"1167","Widowed","Very happy",1972
"1168","Divorced","Not too happy",1972
"1169","Divorced","Not too happy",1972
"1170","Married","Pretty happy",1972
"1171","Married","Very happy",1972
"1172","Married","Very happy",1972
"1173","Married","Pretty happy",1972
"1174","Married","Pretty happy",1972
"1175","Married","Pretty happy",1972
"1176","Never married","Pretty happy",1972
"1177","Never married","Pretty happy",1972
"1178","Widowed","Not too happy",1972
"1179","Married","Very happy",1972
"1180","Married","Not too happy",1972
"1181","Married","Pretty happy",1972
"1182","Widowed","Pretty happy",1972
"1183","Never married","Not too happy",1972
"1184","Married","Not too happy",1972
"1185","Married","Pretty happy",1972
"1186","Married","Pretty happy",1972
"1187","Married","Pretty happy",1972
"1188","Widowed","Not too happy",1972
"1189","Married","Pretty happy",1972
"1190","Married","Very happy",1972
"1191","Married","Pretty happy",1972
"1192","Married","Not too happy",1972
"1193","Married","Not too happy",1972
"1194","Married","Pretty happy",1972
"1195","Married","Pretty happy",1972
"1196","Married","Very happy",1972
"1197","Never married","Pretty happy",1972
"1198","Married","Pretty happy",1972
"1199","Married","Very happy",1972
"1200","Married","Pretty happy",1972
"1201","Married","Pretty happy",1972
"1202","Separated","Pretty happy",1972
"1203","Never married","Very happy",1972
"1204","Separated","Not too happy",1972
"1205","Never married","Not too happy",1972
"1206","Married","Not too happy",1972
"1207","Married","Pretty happy",1972
"1208","Married","Not too happy",1972
"1209","Married","Very happy",1972
"1210","Married","Pretty happy",1972
"1211","Married","Pretty happy",1972
"1212","Married","Pretty happy",1972
"1213","Married","Pretty happy",1972
"1214","Married","Pretty happy",1972
"1215","Married","Pretty happy",1972
"1216","Widowed","Pretty happy",1972
"1217","Widowed","Very happy",1972
"1218","Married","Very happy",1972
"1219","Married","Pretty happy",1972
"1220","Married","Very happy",1972
"1221","Married","Not too happy",1972
"1222","Married","Very happy",1972
"1223","Married","Pretty happy",1972
"1224","Widowed","Pretty happy",1972
"1225","Married","Not too happy",1972
"1226","Married","Pretty happy",1972
"1227","Married","Very happy",1972
"1228","Married","Pretty happy",1972
"1229","Married","Very happy",1972
"1230","Married","Very happy",1972
"1231","Married","Very happy",1972
"1232","Married","Pretty happy",1972
"1233","Married","Pretty happy",1972
"1234","Married","Pretty happy",1972
